ID,Basket
7404,"organic products,softener,hygiene articles"
7405,canned beer
7407,"other vegetables,whole milk,coffee,soda,canned beer"
7408,"sausage,coffee,long life bakery product,shopping bags"
7410,"frankfurter,pork,curd,shopping bags"
7417,"root vegetables,other vegetables,whole milk,yogurt,long life bakery product,newspapers"
7419,"grapes,brown bread"
7420,"grapes,sugar,cling film/bags"
7422,"rolls/buns,napkins,shopping bags"
7423,"rolls/buns,bottled water"
7425,"sausage,citrus fruit,butter,yogurt,brown bread,margarine,fruit/vegetable juice,hygiene articles,newspapers"
7428,canned beer
7429,"soft cheese,coffee,candy"
7431,tropical fruit
7432,"pip fruit,grapes,frozen meals,rolls/buns,mustard,canned beer,liqueur"
7433,"citrus fruit,tropical fruit,rolls/buns,soda,specialty bar"
7434,"meat,hamburger meat,other vegetables,whole milk,rolls/buns,candy"
7435,shopping bags
7437,"root vegetables,margarine,candles"
7438,"beef,root vegetables,whole milk,condensed milk"
7442,"tropical fruit,whole milk,rolls/buns"
7443,pastry
7446,"sugar,specialty bar"
7447,"finished products,whole milk,softener"
7449,"hamburger meat,pip fruit,curd,dessert,cream cheese ,rolls/buns,brown bread"
7451,"whole milk,white bread,mustard,bottled water,soda,newspapers"
7452,"pork,herbs,other vegetables,whole milk,curd cheese,fruit/vegetable juice"
7454,"other vegetables,whole milk,domestic eggs,dishes"
7461,"frankfurter,tropical fruit,pip fruit,other vegetables,frozen vegetables,frozen fish,zwieback,margarine"
7465,pip fruit
7469,"citrus fruit,other vegetables,UHT-milk,rolls/buns"
7470,"beef,hamburger meat,whole milk,soft cheese,frozen chicken,rolls/buns,margarine,seasonal products"
7471,"whole milk,hard cheese,brown bread,coffee,soda"
7472,"beef,grapes,other vegetables,whole milk,dessert,yogurt,frozen vegetables,cake bar,dishes,newspapers"
7473,"sausage,ham,root vegetables,other vegetables,whole milk,yogurt,rolls/buns,pastry,margarine,bottled water,shopping bags"
7476,"root vegetables,margarine,pet care"
7483,"sausage,citrus fruit,berries,other vegetables,whole milk,butter,whipped/sour cream,brown bread,soups,coffee,bottled water,bottled beer,waffles"
7484,"tropical fruit,hard cheese,frozen vegetables,domestic eggs,semi-finished bread"
7485,whipped/sour cream
7487,"ham,beef,citrus fruit,newspapers"
7488,"tropical fruit,frozen dessert,rolls/buns,bottled water,flower (seeds)"
7490,"frankfurter,domestic eggs,mustard,seasonal products"
7491,"sausage,pip fruit,root vegetables,other vegetables,whole milk,yogurt,pastry,soda,napkins,shopping bags"
7495,"bottled water,red/blush wine"
7497,canned beer
7498,"pastry,soda"
7499,"frankfurter,tropical fruit,other vegetables,spices,flower (seeds)"
7500,"other vegetables,soda,shopping bags"
7501,"frankfurter,rolls/buns,pastry"
7508,"frankfurter,meat,whole milk,butter,yogurt,cream cheese ,rolls/buns,pastry"
7509,"sausage,finished products,pork,berries,root vegetables,packaged fruit/vegetables,whole milk,curd,frozen vegetables,brown bread,sugar,soda,fruit/vegetable juice,chocolate,specialty chocolate,specialty bar,hygiene articles,napkins"
7510,"sausage,rolls/buns"
7513,"finished products,other vegetables,long life bakery product"
7517,soda
7519,"liver loaf,beef,whole milk,yogurt,soft cheese,frozen vegetables,white bread,roll products ,vinegar,baking powder,fruit/vegetable juice"
7524,"tropical fruit,butter,bottled water,male cosmetics,newspapers"
7527,"grapes,hard cheese,margarine,specialty fat,newspapers"
7530,"beef,soda,newspapers"
7534,"pip fruit,butter,yogurt"
7539,"chicken,spread cheese,frozen meals,domestic eggs"
7540,"sausage,other vegetables,whipped/sour cream,ice cream,domestic eggs,rolls/buns,coffee,bottled water,newspapers"
7543,margarine
7544,"grapes,other vegetables,whole milk,butter,coffee,bottled water"
7547,"hamburger meat,pip fruit,other vegetables,whole milk,curd,roll products "
7549,"citrus fruit,tropical fruit,grapes,root vegetables,herbs,other vegetables,whole milk,frozen vegetables,rice,dog food,bottled water,misc. beverages,fruit/vegetable juice,napkins"
7551,"berries,whole milk,yogurt,sugar,cling film/bags,house keeping products"
7552,"whole milk,butter,curd,whipped/sour cream,newspapers"
7553,"frankfurter,pork,beef,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,semi-finished bread,pickled vegetables,soda,newspapers"
7555,"cream cheese ,rolls/buns,brown bread"
7556,"citrus fruit,yogurt,rolls/buns,pastry"
7558,"other vegetables,rolls/buns"
7559,"brown bread,sugar,canned fish,coffee,soda"
7560,specialty bar
7561,"processed cheese,rolls/buns,specialty chocolate"
7566,"cream cheese ,processed cheese,specialty bar"
7567,"other vegetables,whole milk,chocolate"
7569,soda
7570,"citrus fruit,other vegetables,whole milk,soda"
7573,other vegetables
7576,"yogurt,rolls/buns"
7577,"finished products,butter,curd,soda"
7578,"grapes,fruit/vegetable juice,red/blush wine,long life bakery product,waffles,specialty chocolate,shopping bags"
7579,"frozen vegetables,flour,bottled beer,liquor (appetizer),salty snack,dishes"
7581,"pork,citrus fruit,other vegetables,whole milk,whipped/sour cream,specialty cheese,domestic eggs,canned vegetables,fruit/vegetable juice,canned beer,specialty bar"
7585,"turkey,seasonal products"
7587,"rolls/buns,brown bread,specialty bar"
7588,"soda,bottled beer,liquor,red/blush wine"
7589,roll products 
7593,"sausage,rolls/buns,red/blush wine,shopping bags"
7595,"yogurt,domestic eggs,rolls/buns"
7596,"meat,root vegetables,whole milk,curd,pastry,brandy"
7600,rolls/buns
7601,beverages
7602,flour
7604,"UHT-milk,rolls/buns"
7605,"citrus fruit,tropical fruit,onions,other vegetables,pastry,bottled water,bathroom cleaner,newspapers"
7606,"other vegetables,butter,bottled water,detergent"
7609,"onions,brown bread"
7612,"beef,citrus fruit,other vegetables"
7613,"chicken,grapes"
7614,"sausage,berries,whipped/sour cream,shopping bags"
7615,"baking powder,coffee,canned beer"
7619,"pip fruit,grapes,yogurt,hard cheese,napkins"
7620,"citrus fruit,frozen meals,canned beer,red/blush wine"
7621,"hamburger meat,pickled vegetables,hygiene articles"
7622,"chicken,root vegetables"
7623,"beef,instant coffee"
7624,soda
7625,"ham,berries,onions,whole milk,butter milk,yogurt,whipped/sour cream,cream cheese ,mayonnaise,pastry,semi-finished bread,chocolate,specialty chocolate,hygiene articles,cling film/bags"
7626,"citrus fruit,root vegetables,rolls/buns"
7629,"bottled beer,light bulbs"
7631,soda
7632,"sausage,rolls/buns,soda,chocolate"
7634,"citrus fruit,yogurt,soda"
7639,"frankfurter,pork,tropical fruit,pip fruit,other vegetables,whole milk,dessert,whipped/sour cream,cream cheese ,frozen meals,cat food,salty snack,cake bar,chewing gum,specialty bar,seasonal products"
7641,"frozen meals,specialty bar"
7650,"chicken,frozen vegetables,soda,canned beer,hygiene articles"
7653,cooking chocolate
7661,"other vegetables,whole milk,cake bar,detergent"
7662,grapes
7664,"dog food,pet care,shopping bags"
7667,citrus fruit
7668,"sausage,whole milk,curd,cat food"
7670,"tropical fruit,curd,yogurt,whipped/sour cream"
7672,sausage
7673,baking powder
7676,bottled beer
7678,"root vegetables,sliced cheese"
7679,"sausage,rolls/buns,fruit/vegetable juice,cake bar"
7680,"condensed milk,coffee,shopping bags"
7682,"other vegetables,hard cheese,frozen vegetables,fruit/vegetable juice,long life bakery product"
7683,pet care
7684,"yogurt,canned beer"
7686,"whole milk,brown bread,soda,bottled beer,salty snack,long life bakery product,chocolate,shopping bags"
7688,"meat,ice cream,rolls/buns,soda,long life bakery product,napkins"
7690,"rolls/buns,dishes"
7692,"honey,flower (seeds)"
7693,"chicken,citrus fruit,cat food,white wine,shopping bags"
7694,white wine
7695,"semi-finished bread,bottled beer,red/blush wine"
7696,"frankfurter,pork,whole milk,yogurt,UHT-milk,brown bread"
7699,sausage
7700,"tropical fruit,root vegetables,whole milk,hard cheese,curd cheese,sugar,canned fish"
7701,"other vegetables,whole milk,soda"
7705,"butter,sliced cheese,frozen dessert,rolls/buns,pastry,soda,bottled beer"
7706,"yogurt,napkins"
7710,"grapes,hard cheese"
7711,"pork,beef,whole milk,frozen vegetables,sugar,canned beer,detergent,skin care,napkins,flower (seeds)"
7712,citrus fruit
7713,"yogurt,liquor (appetizer),nut snack,long life bakery product,hygiene articles,shopping bags"
7714,"brandy,liquor,liquor (appetizer),long life bakery product,dish cleaner,napkins,dishes,shopping bags"
7716,"whole milk,cake bar"
7720,"curd,seasonal products,female sanitary products"
7721,"beef,root vegetables,onions,herbs,whole milk,curd cheese,rolls/buns,oil,jam,bottled water,waffles"
7723,"sausage,whole milk,curd,bottled beer"
7724,"citrus fruit,whipped/sour cream,brown bread,bottled water,hygiene articles"
7725,"chicken,pork,herbs,other vegetables,canned fish,misc. beverages,napkins,newspapers"
7726,"other vegetables,butter milk,bottled water,bottled beer"
7727,ice cream
7731,"grapes,brown bread"
7737,rolls/buns
7738,"whole milk,ice cream,soda"
7741,"ham,tropical fruit,root vegetables,other vegetables,whole milk,butter,yogurt,frozen vegetables,frozen dessert,frozen potato products,white bread,pasta,honey,chewing gum,detergent,hygiene articles"
7747,"whole milk,curd,yogurt,whipped/sour cream,margarine"
7748,citrus fruit
7750,"sausage,mayonnaise,rolls/buns,shopping bags"
7752,"tropical fruit,coffee,candy,soap,shopping bags"
7754,"other vegetables,canned beer,shopping bags"
7756,"other vegetables,butter,beverages,soda,photo/film,shopping bags"
7758,"sausage,whole milk,domestic eggs,sugar,coffee,napkins,newspapers,shopping bags"
7759,"meat,hamburger meat,onions,other vegetables,condensed milk,brown bread"
7761,"canned beer,cookware"
7767,"citrus fruit,root vegetables,other vegetables,dessert,pastry,chocolate,dishes,candles"
7769,"sausage,citrus fruit,whole milk,sliced cheese,frozen meals,white bread,chewing gum,photo/film"
7775,"chicken,grapes,whole milk,yogurt,sliced cheese,bottled water,fruit/vegetable juice"
7780,"turkey,whole milk,liquor (appetizer),shopping bags"
7781,"tropical fruit,whole milk,rolls/buns,prosecco,salty snack,specialty bar"
7784,"meat,rolls/buns,soda,bottled beer"
7785,"sausage,beef,root vegetables,other vegetables,white bread,pastry,soda,shopping bags"
7788,pork
7790,soda
7792,berries
7793,ham
7794,"rolls/buns,liquor"
7795,"rolls/buns,canned beer"
7796,"onions,whole milk,yogurt,rolls/buns,brown bread,fruit/vegetable juice"
7797,"whole milk,yogurt,domestic eggs,baking powder,newspapers"
7798,"yogurt,condensed milk,sliced cheese,rolls/buns,margarine,bottled water,soda,cling film/bags"
7802,"rolls/buns,bottled beer"
7803,"pip fruit,berries,other vegetables,butter,yogurt,soda,chocolate,house keeping products"
7804,"frankfurter,whipped/sour cream,sugar,fruit/vegetable juice,napkins,newspapers"
7805,"turkey,grapes,other vegetables,hard cheese,frozen vegetables,rolls/buns,misc. beverages,newspapers"
7809,"other vegetables,soft cheese,soda,bottled beer"
7810,"chicken,tropical fruit,berries,whole milk,whipped/sour cream,beverages,sugar,dishes"
7812,"tropical fruit,pip fruit,whole milk,rolls/buns,coffee,hygiene articles"
7813,"tropical fruit,root vegetables,butter,pasta,soda,napkins"
7814,"pip fruit,UHT-milk,curd cheese,coffee"
7815,"yogurt,soda"
7816,"tropical fruit,root vegetables,whole milk,butter,curd,yogurt,pudding powder,coffee"
7819,condensed milk
7820,"domestic eggs,pastry,margarine,cooking chocolate"
7821,candles
7822,"butter milk,brown bread,pastry"
7824,"beef,herbs,whole milk,pickled vegetables,cat food"
7825,"meat,beef,berries,other vegetables,curd,yogurt,whipped/sour cream,UHT-milk,brown bread"
7827,"beef,hamburger meat,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,whole milk,butter,whipped/sour cream,hard cheese,rolls/buns,brown bread,oil,waffles,cake bar"
7828,"UHT-milk,sugar,soda"
7829,"berries,whole milk,flour,baking powder,dog food,chocolate"
7831,"whole milk,butter milk,yogurt,beverages,bottled water,soda,newspapers"
7834,"pork,other vegetables,whipped/sour cream,rolls/buns,brown bread,pastry,sugar,dishes"
7835,"salt,detergent"
7836,"citrus fruit,tropical fruit,whole milk,frozen meals,rolls/buns,brown bread"
7839,waffles
7840,"curd,rolls/buns,pastry"
7841,"whole milk,rolls/buns,oil,detergent,shopping bags"
7844,"ice cream,brown bread,pastry,napkins"
7846,"ham,pip fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,hard cheese,domestic eggs,margarine"
7847,"meat,tropical fruit,rolls/buns,instant coffee,soda,chocolate,newspapers"
7848,"berries,yogurt,domestic eggs,rolls/buns"
7849,"other vegetables,whole milk,rolls/buns,long life bakery product,flower (seeds)"
7850,"beef,white bread"
7851,bottled beer
7856,"sausage,chicken,tropical fruit,onions,other vegetables,dessert,whipped/sour cream,UHT-milk,cream cheese ,pastry,bottled water,soda,waffles,chewing gum,shopping bags"
7857,hygiene articles
7858,"frankfurter,sausage,beef,citrus fruit,pip fruit,berries,other vegetables,whole milk,hard cheese,frozen vegetables,pastry,oil,baking powder,dog food,fruit/vegetable juice,bottled beer,specialty chocolate,seasonal products,detergent,soap"
7859,shopping bags
7860,"beef,margarine"
7862,"frankfurter,pork,dessert,UHT-milk,margarine,specialty fat,napkins"
7864,"whole milk,specialty bar"
7865,"beef,other vegetables,rolls/buns,pastry,soap"
7866,canned beer
7867,canned beer
7868,"whole milk,pastry,cocoa drinks,newspapers"
7869,"whole milk,instant coffee,bottled beer"
7873,"root vegetables,other vegetables,whole milk,butter milk,frozen meals"
7874,hygiene articles
7875,"hamburger meat,packaged fruit/vegetables,whole milk,whipped/sour cream,rolls/buns,bottled water,salty snack,chewing gum"
7876,"sausage,red/blush wine,newspapers"
7878,"tropical fruit,whole milk,beverages,processed cheese,pastry,waffles,specialty bar"
7881,yogurt
7885,"root vegetables,yogurt,brown bread,shopping bags"
7889,"chicken,pastry"
7891,packaged fruit/vegetables
7892,"whole milk,dessert"
7895,newspapers
7896,"frankfurter,processed cheese,domestic eggs,white bread,brown bread,ketchup,soda,hygiene articles"
7901,"pork,beef,onions,yogurt,UHT-milk,frozen fish,rolls/buns,margarine,sugar,salty snack,newspapers"
7902,"tropical fruit,whole milk,cream cheese ,oil,cake bar"
7903,"yogurt,syrup,chewing gum,newspapers"
7905,canned beer
7906,"pet care,soda,chocolate,candy"
7909,"yogurt,frozen vegetables,shopping bags"
7911,newspapers
7912,"hard cheese,frozen meals"
7914,"beverages,domestic eggs,misc. beverages"
7916,rolls/buns
7923,"pip fruit,other vegetables,canned beer"
7924,"turkey,tropical fruit,root vegetables,whole milk,newspapers"
7925,"frankfurter,margarine,bottled water,red/blush wine,long life bakery product"
7926,canned beer
7927,"pastry,soda,chocolate"
7929,"whole milk,hard cheese,brown bread,bottled beer,hygiene articles,newspapers,shopping bags"
7934,"curd,coffee,soda,bottled beer,chocolate,candy,shopping bags"
7935,"other vegetables,whole milk,domestic eggs,margarine,fruit/vegetable juice"
7936,"nuts/prunes,soda,chocolate"
7937,"other vegetables,ice cream,oil,liqueur,specialty chocolate,shopping bags"
7938,"UHT-milk,bottled water,fruit/vegetable juice,canned beer"
7939,"pork,frozen fish,domestic eggs,sugar,misc. beverages,dental care,hygiene articles,shopping bags"
7940,"sausage,soft cheese,rolls/buns,canned beer"
7942,"pastry,soda,specialty bar"
7944,"root vegetables,spices,kitchen towels"
7945,"beef,root vegetables,other vegetables,white bread,canned fruit,soda,chocolate,newspapers"
7951,"grapes,dessert,yogurt,beverages,frozen vegetables,canned beer"
7952,"bottled water,bottled beer"
7953,"butter milk,sliced cheese"
7955,"fruit/vegetable juice,chocolate"
7957,"rolls/buns,canned beer"
7958,canned beer
7963,"frozen fish,bottled beer"
7965,canned beer
7966,tropical fruit
7967,"packaged fruit/vegetables,canned fish"
7969,canned beer
7970,"butter,domestic eggs,flour,soups,baking powder"
7971,"berries,soda,waffles"
7972,"root vegetables,canned beer,candles,shopping bags"
7973,"meat,brown bread,soda,misc. beverages,kitchen towels"
7974,brown bread
7975,"citrus fruit,yogurt,UHT-milk,pastry,sauces,coffee,light bulbs"
7979,"tropical fruit,soda"
7980,"root vegetables,other vegetables,whole milk,butter,frozen vegetables,sugar,bottled water,fruit/vegetable juice"
7981,"grapes,salty snack"
7982,"margarine,long life bakery product"
7985,"butter,pastry,long life bakery product,shopping bags"
7986,"rolls/buns,bottled water,specialty chocolate"
7988,"frankfurter,whole milk,yogurt,rolls/buns,margarine"
7989,"root vegetables,other vegetables,whole milk,processed cheese,mayonnaise,domestic eggs,brown bread,oil,soda,long life bakery product,shopping bags"
7990,"brown bread,salty snack"
7994,"root vegetables,UHT-milk,ice cream,frozen potato products,bottled water,soda,bottled beer,specialty bar,napkins,shopping bags"
7996,"sausage,pork,tropical fruit,root vegetables,other vegetables,whole milk,curd,rolls/buns,soda"
8003,"whole milk,frozen meals,rolls/buns,pastry,sugar,soda"
8004,"meat,nuts/prunes,canned beer"
8007,ice cream
8010,"rolls/buns,bottled beer"
8012,"sausage,rolls/buns,soda"
8014,"whole milk,cocoa drinks,shopping bags"
8015,"grapes,root vegetables,other vegetables,yogurt,white bread"
8017,"other vegetables,whole milk,yogurt,whipped/sour cream,meat spreads,instant coffee,soda"
8019,"yogurt,dish cleaner,candles"
8020,"sausage,whole milk,margarine,waffles,candles"
8021,cookware
8022,"pastry,chocolate,chocolate marshmallow"
8023,"beverages,rolls/buns,fruit/vegetable juice"
8025,"tropical fruit,whole milk"
8026,"tropical fruit,whole milk,yogurt,rolls/buns,pastry,coffee,specialty chocolate"
8028,"pork,rolls/buns,margarine,canned beer,napkins"
8029,canned beer
8030,"pork,frozen potato products,rolls/buns,pastry,soda,white wine"
8032,ice cream
8033,"packaged fruit/vegetables,whipped/sour cream"
8035,"yogurt,rolls/buns,specialty bar"
8036,"pork,pip fruit,other vegetables,yogurt,domestic eggs"
8038,"spread cheese,brown bread,canned beer,red/blush wine"
8040,"other vegetables,yogurt,whipped/sour cream,mayonnaise,domestic eggs,canned fruit,pet care,misc. beverages,sparkling wine"
8043,"chicken,tropical fruit,onions,other vegetables,butter milk,yogurt,beverages,sliced cheese,hard cheese,rolls/buns,pastry,cereals,chocolate,napkins,house keeping products"
8044,"sausage,ham,rolls/buns,soda,white wine"
8046,"whole milk,pastry,semi-finished bread"
8048,"soda,bottled beer,shopping bags"
8049,"sausage,white bread,coffee,soda,shopping bags"
8051,"whole milk,dog food,cat food,soda,chocolate,napkins"
8052,"brown bread,sparkling wine"
8056,"whole milk,coffee,chocolate,shopping bags"
8057,"canned beer,waffles,chocolate"
8058,canned beer
8060,bottled beer
8061,newspapers
8065,other vegetables
8066,whole milk
8069,"curd,dessert,rolls/buns,seasonal products,dishes"
8070,"whole milk,ice cream,prosecco"
8071,"bottled water,canned beer,white wine,specialty bar,shopping bags"
8073,domestic eggs
8074,newspapers
8076,detergent
8077,cookware
8078,"pork,root vegetables,herbs,whole milk,frozen vegetables,rolls/buns,sweet spreads,detergent,flower (seeds)"
8082,canned fruit
8087,"sausage,meat"
8091,"meat,frozen vegetables,soda"
8092,"beef,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,cream cheese ,rolls/buns,rice,vinegar,baking powder,detergent"
8094,"canned beer,shopping bags"
8096,whole milk
8097,"whole milk,domestic eggs"
8098,canned beer
8101,"whole milk,butter milk,cream cheese ,fruit/vegetable juice"
8103,"other vegetables,roll products "
8104,"citrus fruit,hard cheese"
8106,"pork,citrus fruit,tropical fruit,grapes,root vegetables,cream cheese ,pet care,bottled water,fruit/vegetable juice,bottled beer"
8109,"chicken,soda,liquor (appetizer),newspapers,shopping bags"
8110,"citrus fruit,butter milk,white bread,canned fish,bottled water,sparkling wine,male cosmetics"
8111,"grapes,rolls/buns,long life bakery product,candy"
8113,"hamburger meat,tropical fruit,onions,canned vegetables,soda,candy,shopping bags"
8114,other vegetables
8115,candy
8116,"sausage,other vegetables,beverages,rolls/buns,red/blush wine,specialty chocolate,shopping bags"
8119,"beef,citrus fruit,grapes,root vegetables,rolls/buns,dog food,chocolate"
8120,"yogurt,bottled water,white wine"
8122,citrus fruit
8125,"frankfurter,citrus fruit,other vegetables,UHT-milk,syrup,seasonal products,newspapers"
8126,"white bread,specialty bar"
8128,"fish,citrus fruit,tropical fruit,other vegetables,oil,margarine,white wine"
8129,ham
8132,"sliced cheese,canned beer"
8133,"tropical fruit,waffles,newspapers"
8134,"rolls/buns,soda"
8135,waffles
8137,"hamburger meat,soft cheese,hard cheese,baking powder,meat spreads,dish cleaner"
8141,"bottled beer,seasonal products"
8142,"sausage,curd"
8143,"sausage,chicken,other vegetables,soft cheese,frozen vegetables,spices,soda,shopping bags"
8144,whole milk
8147,dog food
8151,"coffee,syrup"
8154,bottled beer
8156,"chicken,bottled beer"
8157,"beef,other vegetables,whole milk,ice cream"
8158,"meat,other vegetables,dessert,yogurt,domestic eggs,rolls/buns,oil,pet care,coffee,bottled water,fruit/vegetable juice,bottled beer"
8159,"chewing gum,napkins"
8160,"rolls/buns,dishes"
8161,"frankfurter,sausage,other vegetables,yogurt,rolls/buns,white bread"
8162,"whole milk,frozen vegetables"
8163,"canned beer,specialty bar"
8166,"UHT-milk,specialty bar"
8171,rolls/buns
8174,salty snack
8175,"other vegetables,rice,coffee,specialty chocolate,seasonal products,hygiene articles,shopping bags"
8178,"onions,whipped/sour cream,newspapers"
8179,male cosmetics
8181,"whole milk,soda,fruit/vegetable juice,shopping bags"
8182,white bread
8183,"pork,other vegetables,whipped/sour cream,frozen vegetables,cereals,cat food,fruit/vegetable juice,cake bar,specialty chocolate,specialty bar,napkins,newspapers,shopping bags"
8184,"meat,whole milk,domestic eggs,pastry"
8185,"other vegetables,condensed milk,soda,misc. beverages"
8186,"whole milk,frozen meals,white bread,bottled water,soda,candy"
8187,"beef,root vegetables,other vegetables,bottled water,soda"
8189,"sausage,ham,curd,soda,cake bar,shopping bags"
8191,napkins
8192,"canned fish,canned beer,chocolate"
8193,bottled beer
8194,"citrus fruit,tropical fruit,brown bread,sauces,soda,napkins,shopping bags"
8196,"whole milk,butter"
8197,"frankfurter,onions,butter milk,spices,soups,soda,shopping bags"
8199,coffee
8200,"herbs,butter,chocolate"
8203,"curd,yogurt,white bread,brown bread,flour,artif. sweetener,red/blush wine,shopping bags"
8205,"tropical fruit,pip fruit,whole milk,rolls/buns,brown bread,soda,chewing gum"
8206,pastry
8207,"rolls/buns,soda,female sanitary products"
8208,"rolls/buns,bottled beer"
8212,"bottled water,bottled beer,white wine"
8215,"canned beer,salty snack,chocolate"
8216,"whole milk,butter,yogurt,rolls/buns,coffee,fruit/vegetable juice,detergent"
8218,root vegetables
8219,"yogurt,flour,sugar,baking powder"
8220,"yogurt,whipped/sour cream,UHT-milk,fruit/vegetable juice,newspapers"
8224,"beef,frozen vegetables,rolls/buns,soda,chewing gum,photo/film"
8230,"sausage,beef,hamburger meat,pip fruit,root vegetables,herbs,other vegetables,yogurt,mayonnaise,rolls/buns,dishes"
8231,"chicken,root vegetables,whole milk"
8232,"frankfurter,beef,other vegetables,pasta,margarine,canned fish,dishes,cling film/bags"
8239,"frankfurter,meat,chicken,pip fruit,root vegetables,onions,whipped/sour cream,domestic eggs,potato products,shopping bags"
8243,"meat,citrus fruit,yogurt,condensed milk,frozen vegetables,spices,meat spreads,canned fish"
8247,"pip fruit,whole milk,cream cheese ,rolls/buns,chocolate,cooking chocolate"
8249,"beef,citrus fruit,curd,butter milk"
8251,"citrus fruit,rolls/buns"
8253,frozen meals
8256,"whole milk,rolls/buns,pastry"
8258,"citrus fruit,yogurt,newspapers"
8261,bottled beer
8262,"rolls/buns,soda"
8264,"citrus fruit,tropical fruit,whole milk,rolls/buns,brown bread,bottled water"
8265,"beverages,processed cheese,coffee"
8266,tropical fruit
8267,"other vegetables,sliced cheese,rolls/buns,bottled water,newspapers"
8268,rolls/buns
8269,"curd cheese,rolls/buns"
8273,"canned beer,shopping bags"
8275,"berries,dessert,rolls/buns,soda,white wine"
8278,"rolls/buns,bottled water"
8279,"sausage,bottled water,white wine"
8280,"sausage,tropical fruit,onions,other vegetables,butter milk,curd cheese,rolls/buns,bottled water,abrasive cleaner"
8282,"frankfurter,onions,liquor (appetizer),napkins"
8284,"organic sausage,tropical fruit,packaged fruit/vegetables,whole milk,curd,yogurt,soft cheese,curd cheese,frozen vegetables,domestic eggs,rolls/buns,pastry,margarine,bottled water,cooking chocolate,hygiene articles,shopping bags"
8286,"frankfurter,sausage,other vegetables,rolls/buns,bottled water,bottled beer"
8287,"chicken,citrus fruit,other vegetables,whole milk,female sanitary products"
8291,"rolls/buns,bottled beer"
8292,"root vegetables,bottled water,white wine"
8293,"tropical fruit,root vegetables,curd,yogurt,tea,newspapers"
8297,citrus fruit
8298,"domestic eggs,rolls/buns,flour"
8302,"rolls/buns,margarine,bottled water,soda,red/blush wine,chocolate,candy,newspapers"
8304,"citrus fruit,tropical fruit,whole milk,yogurt"
8306,"liver loaf,curd,rolls/buns,newspapers"
8307,"frankfurter,frozen dessert,rolls/buns"
8308,"whole milk,napkins"
8310,"pork,margarine,candy"
8313,"chicken,root vegetables,other vegetables,rolls/buns,canned beer,red/blush wine"
8314,"grapes,pastry,coffee,hair spray"
8316,"frankfurter,rolls/buns,brown bread,coffee,bottled water,soda,canned beer,chocolate,cling film/bags,shopping bags"
8317,"frankfurter,hamburger meat,root vegetables,whole milk,yogurt,brown bread,chocolate"
8318,shopping bags
8319,"whole milk,yogurt,frozen fish,domestic eggs,white bread,margarine,fruit/vegetable juice,waffles,skin care,hygiene articles"
8325,"tropical fruit,pasta,candy"
8331,"other vegetables,chocolate"
8332,"white bread,misc. beverages,bottled beer,liquor,red/blush wine"
8335,"frankfurter,sausage"
8338,"soda,chocolate,candy"
8340,misc. beverages
8341,"tropical fruit,beverages"
8342,"butter,rolls/buns,soda,specialty bar"
8343,"curd,cream cheese ,rolls/buns,flour,margarine,cat food,coffee,whisky"
8344,"other vegetables,rolls/buns,canned fish"
8346,"curd,zwieback"
8349,"frozen meals,cereals,shopping bags"
8350,bottled water
8352,"pork,beef,root vegetables,other vegetables,UHT-milk,spread cheese,mayonnaise,domestic eggs,zwieback,toilet cleaner,newspapers,shopping bags"
8354,shopping bags
8355,"sausage,pork,beef,hamburger meat,root vegetables,whole milk,butter,dessert,pasta,cat food,chocolate,candles,shopping bags"
8357,"sausage,other vegetables,rolls/buns"
8358,"frozen vegetables,specialty chocolate"
8361,"whole milk,yogurt,pastry,waffles"
8363,"sausage,rolls/buns,mustard"
8364,"yogurt,dog food,newspapers"
8366,"tropical fruit,berries,whipped/sour cream"
8369,"grapes,cream cheese "
8373,"sausage,bottled beer,liquor"
8375,soda
8376,"baking powder,misc. beverages,shopping bags"
8377,misc. beverages
8378,"processed cheese,soda"
8379,"pork,hamburger meat,other vegetables,brown bread,Instant food products"
8380,"cream cheese ,rolls/buns,zwieback,dental care,napkins,newspapers"
8382,"jam,cocoa drinks,soda"
8385,flower soil/fertilizer
8388,"frankfurter,bottled water,misc. beverages,bottled beer,sparkling wine"
8394,"frankfurter,sausage,tropical fruit,pip fruit,grapes,other vegetables,whole milk,butter,yogurt,frozen meals,brown bread,red/blush wine"
8398,"whole milk,beverages"
8399,"beverages,rolls/buns,chewing gum"
8400,Instant food products
8403,"tropical fruit,grapes,yogurt,frozen vegetables,ice cream,rolls/buns,sugar,soda,detergent,dish cleaner"
8404,"whole milk,butter milk,hard cheese,coffee,chocolate,candy"
8405,"pastry,oil"
8407,"pasta,sauces,cake bar,chocolate marshmallow,napkins"
8409,"processed cheese,bottled water,soda"
8411,"frozen meals,canned beer,red/blush wine,salty snack"
8413,"tropical fruit,frozen meals,rolls/buns,candy,newspapers"
8416,domestic eggs
8419,"sausage,rolls/buns,soda"
8420,chocolate
8422,"beef,tropical fruit,yogurt"
8425,"berries,other vegetables,yogurt,UHT-milk,rolls/buns,bottled water,soda"
8427,"soda,specialty chocolate"
8428,"hamburger meat,grapes,whole milk,pastry,pasta,soda"
