,basket
709,"sausage,other vegetables,whole milk,curd,hard cheese,soda,candy,newspapers"
2401,"pork,beef,whole milk,condensed milk,domestic eggs,fruit/vegetable juice,sparkling wine,salty snack,waffles"
9245,"sausage,chicken,other vegetables,whole milk,yogurt,rolls/buns,soda,hygiene articles,napkins,shopping bags"
8888,"hamburger meat,frozen vegetables,frozen meals,domestic eggs"
3401,"frankfurter,tropical fruit,domestic eggs,rolls/buns,soda,fruit/vegetable juice"
2410,"tropical fruit,rolls/buns,bottled water"
2558,"soft cheese,hard cheese,bottled water,soda,liquor (appetizer),waffles,chocolate,candles"
6025,"berries,pastry,seasonal products,shopping bags"
5816,"other vegetables,white bread,soda,bottled beer"
7915,"beef,whole milk,rolls/buns,pastry,cat food,waffles,chocolate,hygiene articles,newspapers,shopping bags"
8904,"salty snack,candy"
8937,"whole milk,rolls/buns,white bread,brown bread,margarine"
212,"sausage,other vegetables,yogurt,soda,shopping bags"
141,"other vegetables,misc. beverages,canned beer"
3574,"tropical fruit,ice cream,frozen dessert,candy"
5312,"tropical fruit,root vegetables,other vegetables,whole milk,yogurt,rice,oil,bathroom cleaner"
6084,"onions,whipped/sour cream,coffee,fruit/vegetable juice,flower (seeds)"
7943,"root vegetables,whole milk,yogurt,domestic eggs,rolls/buns,long life bakery product,napkins"
7861,canned beer
5635,"whole milk,rolls/buns"
5824,"chicken,root vegetables,other vegetables,whipped/sour cream,margarine,sauces,canned beer,shopping bags"
2969,"frozen vegetables,bottled beer"
2682,"pastry,soda"
5065,whole milk
3442,"root vegetables,whole milk,soda,detergent,softener,dish cleaner,photo/film"
2503,bottled water
5963,soda
392,"yogurt,rolls/buns,pastry,bottled water,soda,shopping bags"
5623,"beef,other vegetables,whipped/sour cream,newspapers"
2297,"frankfurter,tropical fruit,dessert,rolls/buns,brown bread,seasonal products,flower (seeds)"
9320,bottled water
2539,"whole milk,domestic eggs,brown bread,photo/film"
4466,"frankfurter,meat,chicken,ice cream,domestic eggs,pastry,pasta,sugar,coffee,newspapers"
9323,canned beer
5460,"sausage,pork,white wine"
6213,soda
2208,"hamburger meat,whole milk,ice cream,domestic eggs,white bread,pastry,margarine,sweet spreads,soda,fruit/vegetable juice,syrup,red/blush wine,salty snack,popcorn,shopping bags"
2955,white wine
1076,"sausage,other vegetables,whole milk,sliced cheese,white bread,baking powder,pickled vegetables,rum"
216,"beverages,specialty bar"
3068,"beef,root vegetables,herbs,packaged fruit/vegetables,whipped/sour cream,cream cheese ,vinegar,oil,margarine,soups,pickled vegetables,meat spreads,canned fish,fruit/vegetable juice,candles"
1476,"tropical fruit,whole milk"
8301,"sausage,ham,beef,citrus fruit,berries,yogurt,spread cheese,rolls/buns,cat food,chocolate,specialty bar"
769,"rolls/buns,newspapers"
813,"pork,grapes,UHT-milk,brown bread,margarine"
306,"bottled water,white wine"
6947,soda
1577,"frankfurter,sausage,berries,whole milk,yogurt,brown bread,pastry,margarine,fruit/vegetable juice,waffles,decalcifier,napkins"
3767,"whole milk,rolls/buns,coffee,fruit/vegetable juice"
4756,"condensed milk,rolls/buns"
7272,"whole milk,rolls/buns,nut snack"
9575,"sausage,hamburger meat,other vegetables,rolls/buns,pasta,Instant food products,shopping bags"
1156,"grapes,specialty cheese,pasta,coffee,bottled water,soda,canned beer,brandy,white wine"
3772,"sausage,meat,citrus fruit,yogurt,ice cream,rolls/buns,brown bread,pickled vegetables,jam,liquor,newspapers"
5336,cat food
835,"whole milk,yogurt"
3797,yogurt
4358,long life bakery product
4008,pip fruit
6399,canned beer
7219,"citrus fruit,semi-finished bread"
3368,"tropical fruit,yogurt,whipped/sour cream"
622,"beef,citrus fruit,berries,brown bread,sugar,coffee,kitchen towels"
2649,rolls/buns
8451,finished products
2469,"liver loaf,ham,pip fruit,root vegetables,other vegetables,whole milk,curd,dessert,butter milk,yogurt,mayonnaise,white bread,pastry,rice,sugar,pet care,coffee,soda,fruit/vegetable juice,salty snack,long life bakery product,napkins"
3214,"hamburger meat,other vegetables,sauces,soda,salty snack,newspapers"
2580,"other vegetables,butter,yogurt,rolls/buns,pastry,margarine"
8246,"sausage,soda"
6394,"citrus fruit,other vegetables,mayonnaise,frozen vegetables,brown bread,pickled vegetables,canned fish,chocolate marshmallow"
884,white bread
281,"packaged fruit/vegetables,whole milk,curd,yogurt,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages"
529,"citrus fruit,spread cheese,rolls/buns,soda"
1222,"condensed milk,bottled water,misc. beverages,bottled beer,bathroom cleaner"
7901,"pork,beef,onions,yogurt,UHT-milk,frozen fish,rolls/buns,margarine,sugar,salty snack,newspapers"
3577,berries
1751,canned beer
2756,"chicken,pork,butter,candles"
9052,photo/film
6480,"citrus fruit,coffee"
3328,"processed cheese,rolls/buns,detergent,dish cleaner,flower soil/fertilizer"
146,"frankfurter,ham,pip fruit,other vegetables,whole milk,soft cheese,frozen vegetables,rolls/buns,sugar,baking powder"
1435,"sausage,whole milk,brown bread,soda"
2332,"beef,citrus fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,seasonal products"
3981,"sausage,soft cheese,rolls/buns,bottled water,specialty chocolate"
2747,candy
8479,"bottled beer,liquor"
4774,"pip fruit,butter milk,soda"
2339,instant coffee
7958,canned beer
3744,light bulbs
9515,"UHT-milk,frozen meals,brown bread,fruit/vegetable juice,shopping bags"
2190,soda
9324,"bottled water,soda,misc. beverages,bottled beer"
6037,"sausage,citrus fruit,whole milk,pastry,bottled water,soda,bottled beer,canned beer"
343,oil
3923,"pip fruit,root vegetables,other vegetables,whole milk"
8231,"chicken,root vegetables,whole milk"
8849,"frankfurter,tropical fruit,berries,whole milk,dessert,yogurt,whipped/sour cream,domestic eggs,pasta,specialty vegetables,sweet spreads,soda,long life bakery product,napkins,shopping bags"
9195,"tropical fruit,pip fruit,yogurt,canned vegetables,misc. beverages"
4550,"sausage,hamburger meat,citrus fruit,whole milk,pasta,soda,chewing gum,detergent,hygiene articles,kitchen towels"
2322,"pork,herbs,other vegetables,processed cheese,cake bar"
8622,"beverages,rolls/buns"
7976,"whole milk,popcorn,specialty chocolate,specialty bar,candy"
9123,"citrus fruit,other vegetables,yogurt,cream cheese ,bottled water,long life bakery product,specialty chocolate"
1711,"meat,pork,onions,salad dressing,domestic eggs,white bread,flour,salt,bottled beer"
2464,"pip fruit,yogurt,bottled water,canned beer,chewing gum,napkins"
2875,"ham,frozen meals,rolls/buns,canned fish,coffee,instant coffee"
9432,"sausage,white wine,long life bakery product"
3053,"beef,other vegetables,margarine,soda"
7119,"butter,sliced cheese,brown bread"
5552,"frankfurter,citrus fruit,other vegetables,butter milk,yogurt,whipped/sour cream,rolls/buns,brown bread,pickled vegetables,canned fish,tea"
6260,"chicken,other vegetables,whole milk,frozen vegetables,rolls/buns,pastry"
7890,"whole milk,bottled water,bottled beer"
4622,"whole milk,beverages,bottled water,newspapers"
5411,chocolate
9775,"oil,detergent"
4659,"sausage,citrus fruit,butter,domestic eggs,rolls/buns,margarine,soda"
7740,"beef,soft cheese,chewing gum"
6652,newspapers
6239,finished products
2814,"pip fruit,whole milk,rolls/buns,pickled vegetables,waffles"
1081,"chicken,beef,whole milk,curd,brown bread,pastry,sauces,pickled vegetables,bottled water,soda,salty snack,waffles,specialty bar,napkins,light bulbs"
5926,"whole milk,butter"
6118,"soda,bottled beer,shopping bags"
7553,"frankfurter,pork,beef,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,semi-finished bread,pickled vegetables,soda,newspapers"
6651,"citrus fruit,whole milk,pastry,soda,red/blush wine"
9114,"berries,herbs,pot plants"
834,newspapers
9189,"other vegetables,curd,whipped/sour cream,UHT-milk,sugar,bottled beer,napkins"
2983,canned beer
7465,pip fruit
8986,"sausage,tropical fruit,pip fruit,berries,other vegetables,whole milk,butter,curd,whipped/sour cream,cat food,salty snack,popcorn,pot plants,shopping bags"
930,"frankfurter,hamburger meat,whole milk,butter,curd,flour,rice,oil,sugar,mustard,salty snack,chocolate,chocolate marshmallow,dish cleaner,dental care"
1485,"fish,dessert,yogurt,cling film/bags"
3838,"whole milk,domestic eggs,soda,canned beer,liquor (appetizer),shopping bags"
9454,"pork,other vegetables,curd"
5914,"pork,newspapers"
7317,"citrus fruit,tropical fruit,other vegetables,rolls/buns,shopping bags"
9407,"onions,whole milk,coffee"
5273,"pip fruit,whole milk"
5710,"chicken,whole milk,semi-finished bread,jam,coffee,soda,napkins,shopping bags"
1785,"sausage,pip fruit,whole milk,potato products"
5833,"root vegetables,other vegetables,specialty chocolate"
6203,coffee
3610,"beef,pip fruit,root vegetables,whole milk,yogurt,flour,dog food,canned beer"
2232,other vegetables
1994,"berries,root vegetables,whole milk,dessert,yogurt,whipped/sour cream,cream cheese ,semi-finished bread,canned fruit,fruit/vegetable juice"
5567,"hard cheese,candles"
7539,"chicken,spread cheese,frozen meals,domestic eggs"
3789,"pork,whole milk,dessert"
7885,"root vegetables,yogurt,brown bread,shopping bags"
9086,"pip fruit,root vegetables,other vegetables,cream cheese ,domestic eggs,pickled vegetables,fruit/vegetable juice"
6692,"citrus fruit,whole milk,pot plants"
4076,"sausage,whole milk,rolls/buns"
2259,bottled water
5074,whisky
6487,specialty chocolate
4338,"pork,tropical fruit,pip fruit,other vegetables,whipped/sour cream,beverages,white bread,bottled beer,kitchen towels"
5534,"chicken,beef,other vegetables"
2264,"onions,yogurt,frozen vegetables"
8915,"pip fruit,specialty bar"
115,"tropical fruit,whole milk,yogurt"
9327,"whole milk,domestic eggs,specialty chocolate"
5615,canned beer
8462,"rolls/buns,soda,cleaner"
3560,"frankfurter,rolls/buns"
6981,"yogurt,waffles,hygiene articles"
2413,rolls/buns
1637,"tropical fruit,pip fruit,soda,bottled beer,popcorn"
1495,"sausage,condensed milk,rolls/buns,coffee"
2592,bottled beer
505,"root vegetables,cream cheese ,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer"
702,"frankfurter,beef,butter"
3118,"pork,citrus fruit,pip fruit,root vegetables,other vegetables,dessert,butter milk,sliced cheese,processed cheese,fruit/vegetable juice,chocolate,shopping bags"
5009,butter milk
3930,"beverages,soda"
3433,rolls/buns
8992,"pastry,soda,misc. beverages,canned beer,salty snack,chocolate,shopping bags"
4858,"pet care,bottled beer"
8353,"whole milk,curd,rolls/buns,bottled water,fruit/vegetable juice,soap"
6780,"chicken,berries,root vegetables,herbs,other vegetables,whole milk,curd,ice cream,domestic eggs,margarine,soups,newspapers"
4212,"sausage,root vegetables,sugar,sweet spreads,fruit/vegetable juice,bottled beer,salty snack,shopping bags"
6374,"other vegetables,butter milk,rolls/buns,meat spreads"
2864,"fish,rolls/buns,pot plants"
1772,"tropical fruit,root vegetables,whole milk,curd,yogurt,frozen vegetables,domestic eggs"
4300,"whole milk,yogurt,bottled water"
9373,oil
1421,canned beer
1328,"bottled water,fruit/vegetable juice,bottled beer,prosecco"
5591,"sausage,tropical fruit,whole milk,whipped/sour cream,specialty cheese,soda,skin care"
828,"citrus fruit,tropical fruit,pip fruit"
5609,"sausage,yogurt"
9687,"waffles,detergent"
3723,"yogurt,salty snack,napkins"
6992,"pork,bottled water,white wine"
4845,"pip fruit,condensed milk,sugar,coffee,bottled water,long life bakery product"
1253,"frozen potato products,bottled water,soda"
3592,"whole milk,butter,whipped/sour cream,sliced cheese,cream cheese ,spices,specialty bar"
1551,"pip fruit,root vegetables,whole milk,ice cream,bottled beer,detergent"
4524,bottled water
6826,"pip fruit,whole milk,domestic eggs,white bread,flour,specialty fat,baking powder,bottled water,fruit/vegetable juice,flower (seeds)"
5561,"frankfurter,ham,tropical fruit,yogurt,curd cheese,frozen fish,zwieback,margarine,fruit/vegetable juice"
784,"whole milk,dessert"
4646,"citrus fruit,pip fruit,whole milk,margarine"
1519,"yogurt,frozen vegetables,sweet spreads,bottled water,skin care,newspapers"
8257,"beverages,cream cheese "
9613,"whole milk,specialty cheese,frozen vegetables"
3988,"whole milk,rolls/buns,spices,bottled water"
7230,"long life bakery product,waffles,newspapers"
2783,"ham,meat,chicken,tropical fruit,berries,soft cheese,specialty cheese,long life bakery product,flower (seeds)"
1765,"pip fruit,whole milk"
2523,"curd,napkins"
6424,"salty snack,specialty bar,napkins,newspapers"
2704,"frankfurter,sausage,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,white bread,brown bread,pasta,vinegar,soda,salty snack,detergent"
7157,canned vegetables
6129,"fruit/vegetable juice,hygiene articles,napkins"
8827,"pork,onions,whole milk,butter,curd,bottled water,soda,misc. beverages,popcorn,chocolate,napkins"
7137,"chicken,grapes,whole milk,rolls/buns,white wine,dishes"
664,domestic eggs
7068,"sausage,chicken,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen meals,rolls/buns,cereals,coffee,nut snack,cake bar,cleaner,skin care,female sanitary products,house keeping products"
2480,white bread
6679,"citrus fruit,root vegetables,packaged fruit/vegetables,whole milk,yogurt,cat food,bottled water,chocolate,napkins"
5501,liquor (appetizer)
7913,"beef,root vegetables,bottled water"
406,specialty bar
3925,"yogurt,rolls/buns"
7073,rolls/buns
2489,"citrus fruit,whole milk,butter,yogurt,zwieback,jam,dishes"
2850,"whole milk,yogurt,rolls/buns,waffles,specialty bar"
7008,"sweet spreads,waffles"
8429,chocolate
9591,"grapes,soft cheese,bottled water"
423,rolls/buns
3611,"frankfurter,rolls/buns,pastry,vinegar,mustard,specialty chocolate"
9367,"chicken,pip fruit,spices,white wine"
9495,"citrus fruit,pastry"
1005,"rolls/buns,long life bakery product"
5697,"root vegetables,whole milk,condensed milk,frozen vegetables,rolls/buns,white bread"
6168,pork
902,"whole milk,sliced cheese,domestic eggs,artif. sweetener,bottled water,soda,shopping bags"
75,"other vegetables,whole milk,rolls/buns,sugar"
178,"sausage,soft cheese,coffee"
5063,soda
9691,"frankfurter,yogurt,UHT-milk,pastry,potato products,vinegar,artif. sweetener,cat food,coffee,bottled water"
4123,"pork,whole milk,butter,yogurt,soft cheese,cream cheese ,coffee,pot plants"
1859,"root vegetables,red/blush wine"
5627,"curd cheese,bottled water,white wine"
4800,"frankfurter,whole milk,butter,dessert"
5499,"hamburger meat,root vegetables,whole milk,yogurt,brown bread,pastry,bottled beer,specialty chocolate,flower (seeds)"
1436,detergent
5863,"tropical fruit,whole milk,yogurt,ice cream,bottled water,soda,hygiene articles,napkins"
233,"sausage,beef,beverages,sliced cheese,rolls/buns,spices,house keeping products,flower (seeds)"
5159,"chicken,tropical fruit,domestic eggs,white wine"
1770,"citrus fruit,UHT-milk,napkins"
9132,"chicken,tropical fruit,other vegetables,whole milk,dessert,frozen fish,mustard,pickled vegetables"
8154,bottled beer
8280,"sausage,tropical fruit,onions,other vegetables,butter milk,curd cheese,rolls/buns,bottled water,abrasive cleaner"
379,"butter milk,yogurt"
2402,"other vegetables,UHT-milk,rolls/buns,pastry,bottled water,soda"
3,"pip fruit,yogurt,cream cheese ,meat spreads"
8935,ice cream
5687,"sausage,pork,tropical fruit,root vegetables,herbs,whole milk,curd,yogurt,whipped/sour cream,chewing gum,male cosmetics,newspapers"
4290,"whole milk,curd,pastry,fruit/vegetable juice,newspapers"
7950,"whole milk,cream cheese ,domestic eggs,margarine,canned beer,long life bakery product,shopping bags"
7665,"hamburger meat,whole milk,butter,UHT-milk,cat food,pet care,detergent"
7159,"pip fruit,root vegetables,other vegetables,beverages,cookware"
5738,"chicken,hamburger meat,grapes,other vegetables,whipped/sour cream,brown bread,canned beer,sparkling wine,flower (seeds)"
5297,"sausage,chicken,hamburger meat,other vegetables,whole milk,butter milk,whipped/sour cream,white bread"
4448,"frankfurter,turkey,citrus fruit,whole milk,curd,frozen potato products,rolls/buns,white bread,pastry,semi-finished bread,pickled vegetables,sweet spreads,bottled water,soda,fruit/vegetable juice,bottled beer,white wine,prosecco,chocolate,candy"
8536,"whole milk,frozen meals,ice cream"
3845,"chicken,tropical fruit,pip fruit,other vegetables,yogurt,soft cheese,domestic eggs,roll products ,fruit/vegetable juice,dish cleaner"
3650,bottled beer
901,"citrus fruit,tropical fruit,pip fruit,other vegetables"
9428,"pip fruit,root vegetables,other vegetables,whole milk,yogurt,rolls/buns"
4511,"salt,candy"
1923,"sausage,other vegetables,dessert,domestic eggs,pastry,napkins"
1782,"frozen fish,hygiene articles,shopping bags"
381,coffee
8926,"nuts/prunes,liquor"
8459,"chicken,other vegetables"
8837,"citrus fruit,margarine"
8388,"frankfurter,bottled water,misc. beverages,bottled beer,sparkling wine"
6431,"hamburger meat,other vegetables,rolls/buns,instant coffee,hygiene articles"
6428,"sausage,rolls/buns"
6551,"whole milk,rolls/buns,pastry"
9379,whipped/sour cream
6295,"beverages,rolls/buns"
2556,pork
7133,"tropical fruit,other vegetables,whole milk,margarine"
9232,"tropical fruit,butter milk,UHT-milk,condensed milk,brown bread,sugar,coffee,bottled water,soda,fruit/vegetable juice,syrup,bottled beer,house keeping products,shopping bags"
477,shopping bags
2798,canned beer
8746,"ham,tropical fruit,ice cream,semi-finished bread,chocolate marshmallow"
5805,"root vegetables,other vegetables,whole milk,pastry,cling film/bags,shopping bags"
7719,"yogurt,specialty chocolate"
5858,bottled water
4275,"finished products,frozen meals,chocolate,shopping bags"
3725,"chicken,beef,yogurt,rolls/buns,newspapers"
8227,"tropical fruit,pip fruit,frozen meals,softener"
6449,"berries,soda"
3791,"chicken,butter,white bread"
3499,"pip fruit,berries,root vegetables,yogurt,soft cheese,hard cheese,frozen meals,frozen fish,frozen dessert,white bread,pastry,pasta,cereals,soda,long life bakery product,cake bar,detergent"
1864,"ham,pork,butter milk,sweet spreads,shopping bags"
6637,"cat food,female sanitary products"
3686,"tropical fruit,grapes,other vegetables,whole milk,brown bread,pastry,fruit/vegetable juice,long life bakery product,pot plants"
1887,"dessert,zwieback"
2098,"citrus fruit,tropical fruit,pip fruit,other vegetables,rolls/buns,misc. beverages,fruit/vegetable juice"
7158,"chicken,berries,other vegetables,yogurt,frozen vegetables"
867,"sausage,chicken,citrus fruit,berries,root vegetables,curd,beverages,abrasive cleaner"
427,"berries,pet care,cake bar,shopping bags"
2844,brown bread
4468,"hamburger meat,pastry,misc. beverages"
3101,canned beer
3449,hard cheese
2441,"frankfurter,root vegetables,onions,condensed milk,mayonnaise,frozen vegetables,Instant food products"
5500,"other vegetables,ice cream,brown bread,soda,house keeping products,newspapers"
1382,"meat,yogurt"
7855,"frankfurter,tropical fruit,whole milk"
4476,"soft cheese,rolls/buns,brown bread,syrup,newspapers,shopping bags"
1910,ice cream
1798,"yogurt,specialty chocolate,seasonal products"
927,"berries,whole milk,whipped/sour cream,pickled vegetables,detergent,newspapers"
5874,pastry
6742,"berries,beverages"
6875,soda
4128,soda
7374,"beverages,pastry,bottled water,fruit/vegetable juice,bottled beer"
4289,"whole milk,whipped/sour cream"
7489,"sausage,cream cheese ,domestic eggs,rolls/buns,cereals,canned vegetables,cat food,soda,misc. beverages"
5012,"whole milk,bottled water,soda,chewing gum"
217,"bottled water,fruit/vegetable juice"
4429,"turkey,pork,citrus fruit,pip fruit,frozen meals,waffles,chocolate,hygiene articles,shopping bags"
6242,soda
6600,"whole milk,spices"
1395,bottled water
4619,"butter,sliced cheese,frozen meals,pastry,soda,fruit/vegetable juice,chocolate,specialty bar"
8107,whole milk
434,"bottled water,canned beer"
4456,"beef,root vegetables,other vegetables,whole milk,curd,cream,domestic eggs,soda,fruit/vegetable juice"
8788,"meat,pork,other vegetables,brown bread,syrup"
6920,"frankfurter,beef,other vegetables,chocolate,shopping bags"
1792,soda
5188,"frankfurter,other vegetables,rolls/buns,white bread,soda,white wine,chocolate,detergent"
5472,candy
3186,"frankfurter,rolls/buns"
1264,canned beer
9017,"pip fruit,herbs,other vegetables,whole milk,whipped/sour cream"
7353,"chicken,whole milk"
7744,"berries,whole milk,whipped/sour cream,pastry,soda,chewing gum,chocolate,candy"
2482,"whipped/sour cream,sliced cheese,frozen dessert,hygiene articles,napkins"
6918,"frozen potato products,seasonal products"
7853,"whole milk,rolls/buns,white bread,soap"
4329,"root vegetables,herbs,other vegetables,whole milk,yogurt,rolls/buns,flour,margarine,cereals,fruit/vegetable juice,pot plants"
4027,"frankfurter,soda"
7335,"pip fruit,rolls/buns"
9330,"pork,whole milk,cake bar"
614,"meat,pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,pickled vegetables"
4625,"frankfurter,other vegetables,whole milk,butter,rolls/buns,margarine,Instant food products,canned beer,detergent"
4049,"whole milk,butter,newspapers"
1720,"beef,herbs,whole milk"
69,"tropical fruit,pip fruit,berries,whole milk,frozen potato products,rolls/buns,pickled vegetables,chocolate"
2467,"root vegetables,onions,other vegetables,whole milk,whipped/sour cream,specialty cheese,frozen meals,rolls/buns,white bread,pastry,canned vegetables,sweet spreads"
271,"frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles"
6562,"whole milk,ice cream,soda"
7397,"tropical fruit,rolls/buns,white bread,salty snack,candy"
8024,bottled beer
2908,"hamburger meat,whole milk,canned vegetables,soda"
5641,"citrus fruit,tropical fruit,whole milk,yogurt,whipped/sour cream,preservation products"
7274,"frankfurter,meat,citrus fruit,pip fruit,brown bread,pickled vegetables,coffee,specialty chocolate,newspapers"
5481,"citrus fruit,tropical fruit,pip fruit,root vegetables,packaged fruit/vegetables,dessert,yogurt,UHT-milk,hard cheese,mayonnaise,domestic eggs,spices,canned vegetables,fruit/vegetable juice,candy"
3642,"sausage,root vegetables,rolls/buns,soda"
2451,"herbs,misc. beverages,shopping bags"
7948,"frankfurter,whole milk,yogurt,frozen fish,domestic eggs"
2095,"whole milk,soda"
4781,"frankfurter,whole milk,rolls/buns,salt"
885,"grapes,whole milk,processed cheese,rolls/buns,white bread,fruit/vegetable juice"
17,packaged fruit/vegetables
5961,"meat,tropical fruit,other vegetables,candy"
9134,"turkey,nuts/prunes,other vegetables,whole milk,butter,curd,domestic eggs,pastry,tea"
4721,"pip fruit,other vegetables,whole milk,yogurt,pasta,oil"
6548,coffee
8458,"dessert,frozen dessert,oil,soda,salty snack,chocolate,dental care"
1241,"frankfurter,sausage,packaged fruit/vegetables,soda"
2382,"brown bread,bottled water,bottled beer"
6659,"other vegetables,yogurt,beverages,UHT-milk,cream cheese ,long life bakery product,hygiene articles,napkins"
6139,"butter,curd"
520,sparkling wine
1191,canned beer
5539,"pork,whole milk,butter,domestic eggs,margarine,ready soups,newspapers"
4331,"other vegetables,whole milk,brown bread,canned beer"
1278,"frankfurter,ham,root vegetables,onions,whole milk,yogurt,rolls/buns,white bread,brown bread,margarine"
2923,canned beer
413,"sausage,ham,hamburger meat,whole milk,soda,softener,newspapers"
6013,frozen vegetables
2651,"citrus fruit,other vegetables,whole milk,flour"
4239,"tropical fruit,bottled water,bottled beer,hygiene articles"
6194,pastry
1064,whipped/sour cream
8775,"frankfurter,chicken,citrus fruit,root vegetables"
1732,"fruit/vegetable juice,nut snack"
1786,whole milk
1959,domestic eggs
5536,"tropical fruit,whole milk,sauces,sweet spreads,chocolate,newspapers"
957,"whole milk,frozen meals,newspapers"
830,"citrus fruit,whole milk"
7165,"sausage,root vegetables,frozen vegetables,frozen meals,rolls/buns,bottled water"
9124,"beef,root vegetables,whole milk,pastry,soda,waffles,candy"
3281,"whole milk,UHT-milk,domestic eggs,newspapers"
6791,"whole milk,pot plants"
9556,"sausage,frozen vegetables,domestic eggs,bottled water,bottled beer"
9588,"pork,root vegetables"
2403,"domestic eggs,soda"
4342,"sausage,chicken,pork,beef,root vegetables,other vegetables,yogurt,mayonnaise,spices,chocolate,candles"
1307,"frankfurter,meat,tropical fruit,berries,other vegetables,whole milk,whipped/sour cream,domestic eggs,margarine,ketchup,misc. beverages,canned beer,salty snack"
1820,"butter,rolls/buns,newspapers"
6280,"frankfurter,butter milk,rolls/buns,coffee"
8199,coffee
4864,"dessert,yogurt,cat food,napkins"
8864,"frankfurter,sausage,finished products,fish,whole milk,white bread,pastry,oil,margarine,sugar,fruit/vegetable juice,cake bar,chocolate"
9237,"frankfurter,rolls/buns,canned beer"
7657,chocolate
6430,"pastry,soda,specialty bar"
2134,"frankfurter,beef,other vegetables,rolls/buns"
9083,tropical fruit
4681,"organic sausage,turkey,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese ,processed cheese,white bread,sauces,bottled beer,waffles,candy"
3932,"pastry,soda"
280,"turkey,pip fruit,salad dressing,pastry"
3483,"mayonnaise,rice,canned beer"
6072,"chewing gum,specialty chocolate"
2000,"rolls/buns,vinegar,bottled beer"
590,specialty bar
2902,"frankfurter,root vegetables,bottled beer,shopping bags"
1454,UHT-milk
870,"frankfurter,citrus fruit,tropical fruit,rolls/buns"
2817,"ham,whipped/sour cream,beverages,domestic eggs,fruit/vegetable juice"
4635,"whole milk,photo/film"
3646,"pastry,canned beer,long life bakery product,candles"
4095,"meat,pip fruit,root vegetables,whole milk,frozen vegetables"
9349,"soap,dishes"
4764,soda
8528,"pork,citrus fruit,root vegetables,whole milk,dessert,yogurt,frozen fish,margarine,pickled vegetables,chocolate,candy"
1791,"pastry,soda"
9456,"berries,root vegetables,hard cheese,spread cheese,bottled water,soda,bottled beer,napkins"
8513,whole milk
2099,"citrus fruit,pip fruit,whole milk,bottled water"
3441,"ham,chicken,citrus fruit,tropical fruit,yogurt,whipped/sour cream,domestic eggs"
6514,hamburger meat
6490,"pork,curd cheese,rolls/buns"
2043,canned beer
197,"pork,beef,pip fruit,herbs,spices"
8277,"pork,root vegetables,other vegetables,whole milk,butter milk,yogurt,whipped/sour cream,rolls/buns,flour,cat food,instant coffee,waffles,cling film/bags,newspapers"
9107,"pip fruit,coffee"
1671,"ham,pip fruit,whole milk,rolls/buns,honey,newspapers"
7079,"pastry,soda"
8266,tropical fruit
1939,root vegetables
5264,flower soil/fertilizer
7231,"other vegetables,butter milk,yogurt"
8267,"other vegetables,sliced cheese,rolls/buns,bottled water,newspapers"
1905,"sausage,meat,turkey,citrus fruit,tropical fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,curd,yogurt,whipped/sour cream,soft cheese,cream cheese ,frozen vegetables,brown bread,pastry,semi-finished bread,margarine"
5782,"ham,tropical fruit,butter,cream cheese ,domestic eggs,white bread,pastry,tea,fruit/vegetable juice,chocolate,shopping bags"
2200,light bulbs
7075,beef
4496,pickled vegetables
5399,misc. beverages
6968,shopping bags
5226,soda
9650,"yogurt,frozen meals,coffee,bottled water,shopping bags"
5169,"fruit/vegetable juice,long life bakery product,newspapers"
9701,"onions,packaged fruit/vegetables,whole milk,sliced cheese,domestic eggs,brown bread,ketchup,meat spreads,newspapers,flower (seeds)"
4873,"rolls/buns,soda,snack products"
4942,"pip fruit,whipped/sour cream"
5008,"whole milk,white bread"
7986,"rolls/buns,bottled water,specialty chocolate"
9830,"sausage,chicken,beef,hamburger meat,citrus fruit,grapes,root vegetables,whole milk,butter,whipped/sour cream,flour,coffee,red/blush wine,salty snack,chocolate,hygiene articles,napkins"
3954,"beef,root vegetables,herbs,other vegetables,whole milk,butter,curd,whipped/sour cream,rolls/buns,pastry,margarine"
353,"whipped/sour cream,canned beer,red/blush wine"
7604,"UHT-milk,rolls/buns"
3431,"meat,rolls/buns,soda"
4784,"cream cheese ,instant coffee,salty snack,waffles,kitchen towels,shopping bags"
2474,"butter,oil,cling film/bags"
6829,"root vegetables,other vegetables,curd,cream cheese ,pastry"
4541,"butter milk,cream cheese ,rolls/buns,misc. beverages,newspapers"
7881,yogurt
7600,rolls/buns
1243,"chicken,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,dessert,yogurt,whipped/sour cream,beverages,brown bread,cat food,shopping bags"
6623,"canned beer,chocolate,pot plants"
